,id,Name
941,0621586,Sylvia Nasar
942,0565092,Cormac McCarthy
943,0871252,B. Traven
944,0484111,Bill Lancaster
945,0132168,John W. Campbell Jr.
946,0108595,Paul Brickhill
947,0165412,James Clavell
948,0122446,W.R. Burnett
949,0721675,David Reynolds
950,0015611,Ryûnosuke Akutagawa
951,0212246,Christopher De Vore
952,0075015,Eric Bergren
953,1168510,Diana Wynne Jones
954,0001801,Robert Towne
955,3360706,Aaron Guzikowski
956,0461425,Frederick Knott
957,0593565,Margaret Mitchell
958,0397608,Sidney Howard
959,0308177,Oliver H.P. Garrett
960,2331222,David Lloyd
961,3160078,Eduardo Sacheri
962,0483766,Jake LaMotta
963,0141734,Joseph Carter
964,0678014,Peter Savage
965,0498834,Meg LeFauve
966,0920543,Irvine Welsh
967,0388076,John Hodge
968,0099541,Pierre Boulle
969,0286025,Carl Foreman
970,0571344,Chris McKenna
971,1273099,Erik Sommers
972,0393094,Ishirô Honda
973,0613609,Takeo Murata
974,3294574,Anthony Tambakis
975,0233561,Cliff Dorfman
976,2700235,Jim Mahoney
977,2082813,Zach Lewis
978,0007646,Frank Abagnale Jr.
979,1127221,Stan Redding
980,0622288,Jeff Nathanson
981,1010405,Nick Schenk
982,3164738,Dave Johannson
983,0353673,Paul Haggis
984,0101801,F.X. Toole
985,0460141,Steve Kloves
986,0746830,J.K. Rowling
987,0266684,Hampton Fancher
988,0001140,Philip K. Dick
989,0725983,John Ridley
990,1185849,Solomon Northup
991,0471811,Kim Krizan
992,0959003,Stefan Zweig
993,2450453,Hugo Guinness
994,0908753,Lew Wallace
995,0876562,Karl Tunberg
996,0000683,Gore Vidal
997,0856842,William Makepeace Thackeray
998,5058839,Gillian Flynn
999,0770938,Robert Schenkkan
1000,0460795,Andrew Knight
1001,0174840,Gerry Conlon
1002,1323286,Kwang-rim Kim
1003,1646563,Sung-bo Shim
1004,0775977,Budd Schulberg
1005,0425711,Malcolm Johnson
1006,0802563,Robert Siodmak
1007,0090213,Al Boasberg
1008,0913346,Deric Washburn
1009,0307311,Louis Garfinkle
1010,0776114,Tom Schulman
1011,2265326,Julian Loyola
1012,1238855,Germán Servidio
1013,0565068,Brendan McCarthy
1014,0490147,Nick Lathouris
1015,0369841,Jean C. Havez
1016,0593477,Joseph A. Mitchell
1017,0001294,Graham Greene
1018,0466099,Alexander Korda
1019,1064118,Georges Arnaud
1020,0350823,Jérôme Géronimi
1021,0191717,Jill Culton
1022,0682066,Jeff Pidgeon
1023,0001940,Peter Benchley
1024,0331956,Carl Gottlieb
1025,0204030,William Davies
1026,0118227,Sidney Buchman
1027,0287931,Lewis R. Foster
1028,0175333,Myles Connolly
1029,0125336,Jez Butterworth
1030,3890871,John-Henry Butterworth
1031,0445669,Jason Keller
1032,0135296,Jim Capobianco
1033,1480980,Emma Donoghue
1034,0633792,Kôgo Noda
1035,0669311,Keir Pearson
1036,0291082,Scott Frank
1037,0338169,Michael Green
1038,1802857,Josh Singer
1039,0217865,Joseph Delteil
1040,0005036,Gale Anne Hurd
1041,13222819,Rajendra Sapre
1042,0792845,Robert E. Sherwood
1043,0437969,MacKinlay Kantor
1044,0604948,Peter Morgan
1045,0154665,Paddy Chayefsky
1046,0087861,William Peter Blatty
1047,0317279,Raynold Gideon
1048,0262595,Bruce A. Evans
1049,0254645,Ted Elliott
1050,0744429,Terry Rossio
1051,0064181,Stuart Beattie
1052,0486538,Noel Langley
1053,0753249,Florence Ryerson
1054,0941138,Edgar Allan Woolf
1055,1040556,Jon Krakauer
1056,2124742,Stephen P. Lindsey
1057,0793881,Kaneto Shindô
1058,1258797,Sarah Waters
1059,1941029,Chung Seo-kyung
1060,0501872,Melchior Lengyel
1061,0562372,Edwin Justus Mayer
1062,0425913,Nunnally Johnson
1063,0825705,John Steinbeck
1064,0758357,Franco Solinas
1065,0748035,Danny Rubin
1066,0403346,Georg Hurdalek
1067,0512231,Howard Lindsay
1068,0189496,Russel Crouse
1069,0037247,Guillermo Arriaga
1070,0238898,Daphne Du Maurier
1071,0365661,Joan Harrison
1072,0668914,Donn Pearce
1073,0682757,Frank Pierson
1074,0237543,Hal Dresner
1075,0564827,Tim McCanlies
1076,0400954,Ted Hughes
1077,3543826,Kathryn Stockett
1078,0728307,Robert Riskin
1079,0011343,Samuel Hopkins Adams
1080,0610115,Marcel Moussy
1081,2572228,Jeethu Joseph
1082,3179723,Upendra Sidhaye
